test_subject,test_type,test_queue,gold_answer,pretrained_subject,pretrained_answer,pretrained_retrieval_score,pretrained_answer_similarity_top1,pretrained_answer_similarity_best3,v2_subject,v2_answer,v2_retrieval_score,v2_answer_similarity_top1,v2_answer_similarity_best3,best3_delta
Services for Boosting Digital Brand Growth,Request,Product Support,I would be happy to provide information on digital brand growth services. Please allow me to contact you at a convenient time to discuss the methods and strategies for expanding your online presence and increasing your customer base. I would be available to call you today or tomorrow.,Boosting Digital Brand Growth,"I would be happy to provide information on our digital strategies for brand growth services. Our approach includes social media management, content creation, and online advertising. Let's schedule a call at <tel_num> to discuss how these services can benefit your business and provide a customized solution to increase brand visibility and engagement.",0.9413856267929077,0.8499038219451904,0.8499038219451904,Boosting Digital Brand Growth,"I would be happy to provide information on our digital strategies for brand growth services. Our approach includes social media management, content creation, and online advertising. Let's schedule a call at <tel_num> to discuss how these services can benefit your business and provide a customized solution to increase brand visibility and engagement.",0.8196970224380493,0.8499038219451904,0.8499038219451904,0.0
Request for Scalability Assistance,Change,IT Support,"<name>, please review the scalability request and offer suggestions to enhance system performance under increased user load. Feel free to contact <tel_num> for further discussion.",Request for Scalability Enhancement Assistance,"<name>, review the scalability enhancement request and offer suggestions to optimize system performance under increased user load. Please allow us to reach out to <tel_num> for further discussion.",0.9533126354217529,0.9599798917770386,0.9599798917770386,Request for Scalability Enhancement Assistance,"<name>, review the scalability enhancement request and offer suggestions to optimize system performance under increased user load. Please allow us to reach out to <tel_num> for further discussion.",0.9104640483856201,0.9599798917770386,0.9599798917770386,0.0
Issues with Investment Data,Problem,Returns and Exchanges,"I am here to help with the discrepancies in the investment data analysis results. To better understand the issue, please provide details about the discrepancies you are seeing. I would like to schedule a call at your convenience to discuss and determine the best course of action to resolve the issue related to RapidMiner data integration. Please let me know a suitable time for the call.",Issues with Investment Data Analysis,"I'm here to help resolve the discrepancies in the investment data analysis outputs. To better understand the issue, please provide more details about the discrepancies you're seeing. I'd like to schedule a call at your convenience to discuss and determine the best course of action to resolve the issue with RapidMiner data integration. Please let me know a suitable time for the call.",0.9829626083374023,0.9747536182403564,0.9934492111206055,Issues with Investment Data Analysis,"I'm here to help resolve the discrepancies in the investment data analysis outputs. To better understand the issue, please provide more details about the discrepancies you're seeing. I'd like to schedule a call at your convenience to discuss and determine the best course of action to resolve the issue with RapidMiner data integration. Please let me know a suitable time for the call.",0.974043071269989,0.9747536182403564,0.9934492111206055,0.0
Anfrage zur Klärung des Support-Tickets,Incident,General Inquiry,"Vielen Dank, dass Sie bereit sind, zusätzliche Informationen zu Ihrer Support-Anfrage bereitzustellen. Es ist notwendig, eine neue Anfrage einzureichen. Bitte antworten Sie direkt auf die ursprüngliche Support-Nachricht und fügen Sie eine ausführliche Problembeschreibung bei, inklusive relevanter Schritte, Screenshots, Fehlermeldungen und kürzlicher Änderungen, die im Zusammenhang stehen könnten. Dies hilft uns, das Problem so schnell wie möglich genau zu diagnostizieren und zu beheben. Falls Sie eine Referenznummer des vorherigen Tickets haben, fügen Sie diese bitte zur einfachen Nachverfolgung bei. Sobald wir die Aktualisierung erhalten, werden wir uns umgehend darum kümmern.",Anfrage zur Unterstützung und Klärung des Support-Falls,"Vielen Dank für Ihre Bereitschaft, weitere Details zu Ihrer Support-Anfrage zu übermitteln. Sie müssen eine neue Anfrage einreichen. Bitte antworten Sie direkt auf die ursprüngliche Support-Ticket-Nachricht und fügen Sie eine ausführliche Beschreibung des Problems bei, inklusive relevanter Schritte, Screenshots, Fehlermeldungen und kürzlicher Änderungen, die damit im Zusammenhang stehen könnten. Das hilft uns, das Problem so schnell wie möglich präzise zu diagnostizieren und zu beheben. Falls Sie eine Referenznummer des vorherigen Tickets haben, fügen Sie diese bitte ebenfalls bei. Sobald wir Ihre Nachricht erhalten haben,...",0.862765371799469,0.9681357145309448,0.9681357145309448,Anfrage zur Unterstützung und Klärung des Support-Falls,"Vielen Dank für Ihre Bereitschaft, weitere Details zu Ihrer Support-Anfrage zu übermitteln. Sie müssen eine neue Anfrage einreichen. Bitte antworten Sie direkt auf die ursprüngliche Support-Ticket-Nachricht und fügen Sie eine ausführliche Beschreibung des Problems bei, inklusive relevanter Schritte, Screenshots, Fehlermeldungen und kürzlicher Änderungen, die damit im Zusammenhang stehen könnten. Das hilft uns, das Problem so schnell wie möglich präzise zu diagnostizieren und zu beheben. Falls Sie eine Referenznummer des vorherigen Tickets haben, fügen Sie diese bitte ebenfalls bei. Sobald wir Ihre Nachricht erhalten haben,...",0.8807127475738525,0.9681357145309448,0.9681357145309448,0.0
Verstoß gegen die Sicherheit von Patientendaten,Problem,Technical Support,"Der Sicherheitsverstoß bei den Patientendaten muss untersucht werden. Bitte stellen Sie <acc_num> weitere Details zu den verdächtigen Aktivitäten bereit, die von Kaspersky erkannt wurden, und bieten Sie zusätzliche Unterstützung an.",Datenschutzverletzung bei Patientendaten,"Die Datenschutzverletzung bei Patientendaten sollte geprüft werden. Bitte liefern Sie <acc_num> zusätzliche Informationen zu verdächtigen Aktivitäten, die von Kaspersky erkannt wurden, um weiterhelfen zu können.",0.9653177261352539,0.9588637351989746,0.9588637351989746,Datenschutzverletzung bei Patientendaten,"Die Datenschutzverletzung bei Patientendaten sollte geprüft werden. Bitte liefern Sie <acc_num> zusätzliche Informationen zu verdächtigen Aktivitäten, die von Kaspersky erkannt wurden, um weiterhelfen zu können.",0.9337407946586609,0.9588637351989746,0.9588637351989746,0.0
Technical Issue with Analytics Dashboard,Incident,Technical Support,"<name>, thank you for reaching out regarding the analytics dashboard crash. We apologize for the inconvenience caused. We would like to investigate the issue and resolve it as soon as possible. Could you please provide us with the details of the error messages and the steps you have taken so far? We need <acc_num> to look into this matter further. We can schedule a call at <tel_num> to discuss this further.",Assistance Required with Analytics Dashboard Crash,"<name>, thank you for reaching out to us regarding the analytics dashboard crash. We apologize for the inconvenience caused. We would like to investigate and resolve the issue as soon as possible. Could you please provide us with the details of the error messages and the steps you have taken so far? We need <acc_num> to look into this matter. Please schedule a call at <tel_num> for further discussion.",0.8905032277107239,0.9957749843597412,0.9957749843597412,Assistance Required with Analytics Dashboard Crash,"<name>, thank you for reaching out to us regarding the analytics dashboard crash. We apologize for the inconvenience caused. We would like to investigate and resolve the issue as soon as possible. Could you please provide us with the details of the error messages and the steps you have taken so far? We need <acc_num> to look into this matter. Please schedule a call at <tel_num> for further discussion.",0.8135498762130737,0.9957749843597412,0.9957749843597412,0.0
Bekanntmachung zu Integrationshandbüchern,Request,Product Support,"Lieber <name>, Ihre Anfrage zur Verfügungstellung detaillierter Integrationshandbücher bezüglich SaaS-Drittanbieter-Projektmanagement-Tools wurde erhalten. Wir werden Ihnen umfassende Dokumentationen und Schritt-für-Schritt-Anweisungen zur Integration zukommen lassen. Bitte leiten Sie uns die notwendigen Informationen weiter, falls erforderlich. Sollten weitere Diskussionen nötig sein, lassen Sie sich bitte telefonisch unter <tel_num> erreichen. Wir werden Ihr Konto <acc_num> überprüfen, um die genauesten Informationen bereitzustellen.",Integration von SaaS-Projektmanagement-Tools,"Bitte stellen Sie eine ausführliche Dokumentation der bewährten Methoden für die Integration von SaaS-Tools bereit. Erlauben Sie uns, Sie unter <tel_num> für weitere Gespräche zu kontaktieren.",0.9206545352935791,0.8528752326965332,0.8528752326965332,Integration von SaaS-Projektmanagement-Tools,"Bitte stellen Sie eine ausführliche Dokumentation der bewährten Methoden für die Integration von SaaS-Tools bereit. Erlauben Sie uns, Sie unter <tel_num> für weitere Gespräche zu kontaktieren.",0.7494205236434937,0.8528752326965332,0.8528752326965332,0.0
Boost Security in Medical Data Systems,Change,Product Support,We will review and implement enhanced security measures for medical data systems.,Boost Security Protocols for Medical Data Systems,"We will review and implement enhanced security measures for medical data systems to ensure compliance with healthcare regulations, protecting sensitive patient information. This will include encryption, access controls, and regular security audits.",0.9115415215492249,0.9414661526679993,0.9414661526679993,Enhancement of Medical Data Security Measures,"<name>, thank you for your email regarding the improvements in medical data security. We take the protection of medical information very seriously and are dedicated to implementing necessary safeguards. Our team will review your request and consider the required enhancements. A team member will contact <tel_num> to discuss scheduling a meeting to address any concerns related to security protocols for hospital systems' medical data.",0.8041532039642334,0.7033064365386963,0.9414661526679993,0.0
,Incident,Service Outages and Maintenance,"Replying to the email concerning intermittent access problems in hospital systems, possibly caused by device compatibility issues involving the AMD Ryzen 9 5950X. We recognize the urgency of resolving this to minimize downtime and maintain uninterrupted patient care. Could you please provide details about the affected devices, including specific error messages encountered? Additionally, information on the operating system and software versions in use would be helpful. We will review the provided information to proceed with further investigation.",,"Replying to an email concerning intermittent access issues with hospital systems suspected to be caused by device compatibility conflicts involving the AMD Ryzen 9 5950X. We recognize the urgency of resolving this to minimize downtime and ensure ongoing patient care. Could you please provide details about the affected devices, including specific error messages encountered? Additionally, information about the operating system and software versions in use would be helpful for our review.",0.9785168170928955,0.9811276197433472,0.9842631816864014,,"Replying to an email concerning intermittent access issues with hospital systems suspected to be caused by device compatibility conflicts involving the AMD Ryzen 9 5950X. We recognize the urgency of resolving this to minimize downtime and ensure ongoing patient care. Could you please provide details about the affected devices, including specific error messages encountered? Additionally, information about the operating system and software versions in use would be helpful for our review.",0.9562937021255493,0.9811276197433472,0.9842631816864014,0.0
Ausruf Datenanalyse-Systems,Incident,Technical Support,"Empfangen E-Mail über Ausruf Datenanalyse-Systems bei einem finanziellen Unternehmen. Verstehe die Situation, insbesondere in Spitzenzeiten bei der Investitionsanalyse.möchte Ihnen besser helfen, bitte geben Sie mir Informationen über die Serverkapazitäten und Fehlermeldungen sowie die Ergebnisse der Neustartversuche. Es könnte vorteilhaft sein, einen Anruf zu vereinbaren, um eine passende Lösung zu besprechen und möglicherweise einen Fernunterstützungsauftrag zu organisieren, um das Problem schnell zu lösen. Bitte geben Sie mir ein passendes Zeitfenster an, wann Sie mich erreichen können.",Bericht über Systemstörung,"<name>, wir danken Ihnen für die Meldung des Systemfehlers im Data-Analytics-System. Wir schätzen Ihre Mitteilung, nachdem erste Maßnahmen wie Neustart der Systeme, Cache-Löschen und Software-Updates durchgeführt wurden. Sollte das Problem weiterhin bestehen, möchten wir die Angelegenheit genauer untersuchen. Könnten Sie bitte zusätzliche Details zu den aufgetretenen Fehlermeldungen, den genauen Zeitpunkten der Ausfälle und weiteren relevanten Informationen bereitstellen? Diese Daten helfen uns, das Problem besser zu verstehen und eine Lösung zu finden. Wir werden uns zeitnah mit Ihnen in Verbindung setzen, um die nächsten Schritte zu besprechen.",0.851472020149231,0.6976840496063232,0.6976840496063232,Bericht über Systemstörung,"<name>, wir danken Ihnen für die Meldung des Systemfehlers im Data-Analytics-System. Wir schätzen Ihre Mitteilung, nachdem erste Maßnahmen wie Neustart der Systeme, Cache-Löschen und Software-Updates durchgeführt wurden. Sollte das Problem weiterhin bestehen, möchten wir die Angelegenheit genauer untersuchen. Könnten Sie bitte zusätzliche Details zu den aufgetretenen Fehlermeldungen, den genauen Zeitpunkten der Ausfälle und weiteren relevanten Informationen bereitstellen? Diese Daten helfen uns, das Problem besser zu verstehen und eine Lösung zu finden. Wir werden uns zeitnah mit Ihnen in Verbindung setzen, um die nächsten Schritte zu besprechen.",0.7006908655166626,0.6976840496063232,0.8463879823684692,0.148703932762146
Access Problems,Incident,Technical Support,"Please investigate the sporadic access issues on the SaaS platform and advise on the appropriate next steps. To assist you more effectively, kindly provide details of any error messages received, the times when issues occur during peak hours, and a convenient time for us to discuss the matter further.",Recent Reports of Sporadic Access Difficulties,<name> acknowledges the recent sporadic access difficulties on the SaaS platform and appreciates the initial troubleshooting efforts. We would like to conduct a thorough investigation to resolve the issue. Could you please provide specific error messages and exact times when the problems occurred? This information will help us understand the situation better and work towards a solution. Feel free to contact <tel_num> if a discussion is needed.,0.9011198282241821,0.8554091453552246,0.8600842952728271,Recent Reports of Sporadic Access Difficulties,<name> acknowledges the recent sporadic access difficulties on the SaaS platform and appreciates the initial troubleshooting efforts. We would like to conduct a thorough investigation to resolve the issue. Could you please provide specific error messages and exact times when the problems occurred? This information will help us understand the situation better and work towards a solution. Feel free to contact <tel_num> if a discussion is needed.,0.7839422821998596,0.8554091453552246,0.8600842952728271,0.0
,Incident,Product Support,"We have received your report regarding the data analytics tool crashing at a financial firm. To assist with troubleshooting, we need details about specific error messages and the versions of the software applications in use. Could you please provide this information? Additionally, we are available for a call at your convenience to discuss the matter further and determine the next steps to resolve the issue.",,"We have received your report regarding the data analytics tool crashing at a financial firm. To assist with troubleshooting, please provide specific error messages and details about the software versions and applications in use. Could you share this information? Also, if convenient, we can arrange a call to discuss the issue further at a suitable time to facilitate resolution.",0.9855815768241882,0.9778631925582886,0.9855042099952698,,"We have received your report regarding the data analytics tool crashing at a financial firm. To assist with troubleshooting, please provide specific error messages and details about the software versions and applications in use. Could you share this information? Also, if convenient, we can arrange a call to discuss the issue further at a suitable time to facilitate resolution.",0.9804940819740295,0.9778631925582886,0.9855042099952698,0.0
Ineffectiveness of Marketing Approaches,Incident,Product Support,"<name>, I am sorry to hear that the digital marketing efforts did not meet expectations in boosting brand growth. I would like to learn about your experiences and gather more details to better understand the issue. Could you please share the specific strategies you implemented and the outcomes you expected? This information will help us investigate and identify potential areas for improvement. I am available to schedule a call at <tel_num> to discuss the matter, explore possible solutions, and enhance our marketing initiatives.",Fehlschlag der Marketingstrategien,"Sehr geehrter <name>, es tut uns leid zu hören, dass die digitalen Marketingstrategien nicht die gewünschten Ergebnisse in Bezug auf das Wachstum der Marke erzielt haben. Wir möchten gern mehr Erfahrungen sammeln und zusätzliche Informationen erhalten, um das Problem besser zu verstehen. Könnten Sie uns bitte genauere Details zu den implementierten Strategien und den erwarteten Resultaten mitteilen? Dies wird uns helfen, die Angelegenheit zu untersuchen und mögliche Verbesserungsbereiche zu identifizieren. Wir stehen gern für einen Anruf unter <tel_num> zur Verfügung, um das Thema zu besprechen und potenzielle Lösungen im Rahmen eines Marketingschulungsprogramms zu erkunden.",0.946887731552124,0.9369808435440063,0.9369808435440063,Fehlschlag der Marketingstrategien,"Sehr geehrter <name>, es tut uns leid zu hören, dass die digitalen Marketingstrategien nicht die gewünschten Ergebnisse in Bezug auf das Wachstum der Marke erzielt haben. Wir möchten gern mehr Erfahrungen sammeln und zusätzliche Informationen erhalten, um das Problem besser zu verstehen. Könnten Sie uns bitte genauere Details zu den implementierten Strategien und den erwarteten Resultaten mitteilen? Dies wird uns helfen, die Angelegenheit zu untersuchen und mögliche Verbesserungsbereiche zu identifizieren. Wir stehen gern für einen Anruf unter <tel_num> zur Verfügung, um das Thema zu besprechen und potenzielle Lösungen im Rahmen eines Marketingschulungsprogramms zu erkunden.",0.8795820474624634,0.9369808435440063,0.9369808435440063,0.0
Support for Data Analytics Integration,Request,Billing and Payments,"Dear [name], thank you for your inquiry. Our customer service team has obtained the information you requested regarding data analytics integration for osCommerce. We can provide you with the tools and functions available to assist in making informed decisions to improve your online retail platform's performance. We will be happy to clarify how to start, track key performance indicators, and analyze customer behavior to optimize inventory management. The available tools include Google Analytics and the internal reporting function of osCommerce. Please let us know if it would be convenient for us to discuss this further over the phone at <tel_num>. Alternatively, we can schedule a call at a more suitable time for you.",Support Inquiry for Integration of Data Analytics Tools,"Dear [Name], thank you for reaching out to our customer support team regarding the integration of data analytics tools across the affected products. We appreciate your interest in enhancing investment optimization and decision-making capabilities. To better understand your requirements, could you please provide us with specific information about the products and the analytics tools you are referring to? This will enable us to assess the feasibility of the integration and provide you with a detailed response. If necessary, we can schedule a call at [tel_num] to discuss this further. We look forward to reviewing your request.",0.8471555709838867,0.7666462659835815,0.7666462659835815,Problems with osCommerce Integration API,"Please investigate the issue with the osCommerce Integration API. If you could provide more details about the error you are experiencing, it would help in resolving the connection problems with the API.",0.6530075073242188,0.5822484493255615,0.7069083452224731,-0.0597379207611084
Problems with the Project Management SaaS Application,Problem,IT Support,Assess server performance and offer suggestions to address the slow load times. Kindly provide your account number at your earliest convenience so we can follow up effectively.,Issues with SaaS Platform for Project Management,Check server performance and provide recommendations to fix the slow loading issues. Kindly share your account number and a suitable time for follow-up.,0.9240196943283081,0.9380563497543335,0.9380563497543335,Issues with SaaS Platform for Project Management,Check server performance and provide recommendations to fix the slow loading issues. Kindly share your account number and a suitable time for follow-up.,0.8467245101928711,0.9380563497543335,0.9380563497543335,0.0
Unbefugter Zugriff auf Medizinische Datenserver,Problem,Customer Service,"Wir haben eine Anfrage über einen unerlaubten Zugriff auf medizinische Datenserver erhalten. Um die Untersuchung fortzusetzen, benötigen wir mehr Informationen über die aktuellen Sicherheitsprotokolle. Bitte rufen Sie telefonisch <tel_num> an, damit wir gemeinsam Hinweise zur Sicherheitssteigerung besprechen. Könnten Sie einen Anruf in Ihrer Freizeit tätigen?",Unautorisiertes Einbrechen in medizinische Datenserver festgestellt,"Wir haben einen Antrag erhalten, der unautorisierten Zugriff auf die medizinischen Datenserver beschreibt. Die Untersuchung soll fortgesetzt werden, und ich benötige mehr Informationen über die aktuell verwendeten Sicherheitsprotokolle. Bitte rufen Sie mich unter <tel_num> an, um eine weitere Diskussion über Sicherheitsmaßnahmen zu beginnen, die bei der Verbesserung helfen könnten. Es wäre möglich, einen Anruf zu vereinbaren, um diese Diskussion fortzusetzen.",0.940459132194519,0.9050401449203491,0.9050401449203491,Unautorisiertes Einbrechen in medizinische Datenserver festgestellt,"Wir haben einen Antrag erhalten, der unautorisierten Zugriff auf die medizinischen Datenserver beschreibt. Die Untersuchung soll fortgesetzt werden, und ich benötige mehr Informationen über die aktuell verwendeten Sicherheitsprotokolle. Bitte rufen Sie mich unter <tel_num> an, um eine weitere Diskussion über Sicherheitsmaßnahmen zu beginnen, die bei der Verbesserung helfen könnten. Es wäre möglich, einen Anruf zu vereinbaren, um diese Diskussion fortzusetzen.",0.84833824634552,0.9050401449203491,0.9050401449203491,0.0
Seek Assistance in Data Analytics,Request,Product Support,We can assist in optimizing your investment strategies using data analytics services. Please provide details on your current strategies so we can offer more specific guidance.,Assistance Required in Data Analytics,We can assist in optimizing your investment strategies using data analytics services. Please provide details on your current strategies for more targeted guidance.,0.9684512615203857,0.9859040379524231,0.9859040379524231,Assistance Required in Data Analytics,We can assist in optimizing your investment strategies using data analytics services. Please provide details on your current strategies for more targeted guidance.,0.9119613170623779,0.9859040379524231,0.9859040379524231,0.0
Report on Unusual Billing Issue,Incident,Billing and Payments,"Hello, regarding the billing error report for account <acc_num>, we would like to discuss the details with you to resolve the issue. I would be available to discuss this over a call at your convenience to clarify the error and proceed with the necessary steps. Please let us know a suitable time to contact you at <tel_num>. Thank you.",Billing Issues,"<name>, thank you for reporting the billing issue. We will investigate the matter immediately. To facilitate a resolution, please provide <acc_num> with a detailed description of the errors encountered. We will contact you soon to discuss the matter further.",0.8733989000320435,0.8493698239326477,0.8493698239326477,Billing Issues,"<name>, thank you for reporting the billing issue. We will investigate the matter immediately. To facilitate a resolution, please provide <acc_num> with a detailed description of the errors encountered. We will contact you soon to discuss the matter further.",0.8060472011566162,0.8493698239326477,0.8493698239326477,0.0
Support Request for Enhanced Integration Features,Change,Product Support,"We are currently experiencing challenges with the email integration feature in our project management SaaS. We aim to resolve these issues to enable a smoother integration process. I am pleased to offer improvements to the integration features to better suit your needs. To better understand your specific requirements, could you please provide more detailed information about the integration difficulties you are encountering with the products you wish to integrate? This will help us provide an effective solution to enhance the integration features and boost team productivity.",Support Request for Enhancements in Integration Functionality,"We are addressing the challenges related to email integration in our project management software-as-a-service (SaaS). We aim to find solutions to improve the smooth integration and compatibility with various affected products. To better understand your needs, could you please provide more specific details about the integration issues you are facing with the products you wish to integrate? This will help us develop more effective solutions to enhance the integration features and boost team productivity and user satisfaction.",0.9156291484832764,0.9349691867828369,0.9349691867828369,Support Request for Enhancements in Integration Functionality,"We are addressing the challenges related to email integration in our project management software-as-a-service (SaaS). We aim to find solutions to improve the smooth integration and compatibility with various affected products. To better understand your needs, could you please provide more specific details about the integration issues you are facing with the products you wish to integrate? This will help us develop more effective solutions to enhance the integration features and boost team productivity and user satisfaction.",0.8241637945175171,0.9349691867828369,0.9349691867828369,0.0
,Request,Billing and Payments,"Wir werden Ihnen bald Ratschläge zur Implementierung von Sicherheitsmaßnahmen zur Verfügung stellen, um das Umfeld medizinischer Daten zu schützen. Bitte warten Sie auf unsere Rückmeldung.",,We will provide guidance on implementing security measures for your medical data environment. Please allow us to contact you shortly for further assistance.,0.9006094932556152,0.8681595325469971,0.8798128366470337,,We will provide guidance on implementing security measures for your medical data environment. Please allow us to contact you shortly for further assistance.,0.8082749843597412,0.8681595325469971,0.8798127770423889,-5.960464477539063e-08
Digital Campaign Not Meeting Expectations on Various Platforms,Incident,Product Support,Please review the campaign issues by contacting <tel_num> to arrange a convenient time for investigation and resolution of the integration challenges across the digital platforms.,Multi-Platform Digital Campaign Not Meeting Expectations,Please review the campaign issue by contacting <tel_num> to discuss and schedule a suitable time for investigating and resolving the integration challenges across the digital platforms.,0.9765281677246094,0.9852616786956787,0.9852616786956787,Multi-Platform Digital Campaign Not Meeting Expectations,Please review the campaign issue by contacting <tel_num> to discuss and schedule a suitable time for investigating and resolving the integration challenges across the digital platforms.,0.9524833559989929,0.9852616786956787,0.9852616786956787,0.0
Schutz der Gesundheitsdaten in GCP-Services,Request,Customer Service,"Gerne unterstütze ich beim Schutz sensibler Gesundheitsdaten in Google Cloud Platform-Diensten. Wir können Verschlüsselungstechniken und Zugriffskontrollmaßnahmen besprechen. Um Ihnen bestmöglich zu helfen, wäre es hilfreich, wenn Sie zusätzliche Informationen zu Ihrer aktuellen Konfiguration und spezifischen Bedenken bereitstellen könnten. Vereinbaren wir einen Anruf, um weitere Details zu klären.",Datensicherung für Gesundheitsdaten in GCP-Services,"Gerne unterstütze ich Sie bei der Sicherung von Gesundheitsdaten in Google Cloud Platform-Diensten. Wir können Verschlüsselungsmethoden und Zugriffskontrollen besprechen. Um Ihnen besser helfen zu können, wäre es hilfreich, wenn Sie weitere Details zu Ihrer aktuellen Konfiguration und Ihren spezifischen Anliegen bereitstellen. Vereinbaren wir einen Anruf, um die Details zu besprechen.",0.9620326161384583,0.9757222533226013,0.9757222533226013,Datensicherung für Gesundheitsdaten in GCP-Services,"Gerne unterstütze ich Sie bei der Sicherung von Gesundheitsdaten in Google Cloud Platform-Diensten. Wir können Verschlüsselungsmethoden und Zugriffskontrollen besprechen. Um Ihnen besser helfen zu können, wäre es hilfreich, wenn Sie weitere Details zu Ihrer aktuellen Konfiguration und Ihren spezifischen Anliegen bereitstellen. Vereinbaren wir einen Anruf, um die Details zu besprechen.",0.9294816851615906,0.9757222533226013,0.9757222533226013,0.0
Request for Support with Investment Tool,Incident,Product Support,"Dear [Name], thank you for reaching out to us regarding issues with the investment optimization tool. We apologize for any inconvenience you are experiencing. To better assist you, could you please provide us with details of the inconsistent results you are seeing, any specific error messages, and the exact nature of the inconsistencies? We would like to schedule a call to walk through the troubleshooting steps. We are available at your convenience, please let us know a suitable time for the call, and we can ensure to contact you at [Tel Number] to discuss the issue further.",Request for Support with Investment Optimization Tool,"Hello [Name], thank you for reaching out to us regarding the issues you are experiencing with the investment optimization tool. We apologize for any inconvenience this has caused you. To better assist you, could you please provide us with more details about the inconsistent results you are seeing, including any specific error messages and the exact nature of the inconsistencies? We would like to schedule a call to walk through the troubleshooting steps. We are available at your convenience and can be reached at [Tel Num]. Please let us know a suitable time for the call so we can discuss the matter further.",0.9807450771331787,0.9611381888389587,0.9611381888389587,Request for Support with Investment Optimization Tool,"Hello [Name], thank you for reaching out to us regarding the issues you are experiencing with the investment optimization tool. We apologize for any inconvenience this has caused you. To better assist you, could you please provide us with more details about the inconsistent results you are seeing, including any specific error messages and the exact nature of the inconsistencies? We would like to schedule a call to walk through the troubleshooting steps. We are available at your convenience and can be reached at [Tel Num]. Please let us know a suitable time for the call so we can discuss the matter further.",0.96418297290802,0.9611381888389587,0.9611381888389587,0.0
,Problem,Customer Service,"Hello, we are pleased to assist with your digital marketing campaigns. To better understand the issues, could you please provide specific details about the problems you are experiencing and the results so far? We would like to schedule a call at <tel_num> to discuss this further. Please let us know a convenient time to talk. We will work to identify the root cause and provide a solution to improve your marketing efforts. We look forward to getting back to you at <acc_num>. Thank you.",,"Hello, thank you for reaching out for assistance with your digital marketing campaigns. To better understand the issue, could you please provide specific details about the problems you are experiencing and the results you have seen so far? It would be helpful to schedule a call at <tel_num> to discuss this further. Please let us know a convenient time to talk. Our goal is to work together to identify the root cause and provide a solution to improve your marketing efforts. We look forward to getting back to you with a plan of action. Your account number is <acc_num>.",0.9786546230316162,0.9742122888565063,0.9742122888565063,,"Hello, thank you for reaching out for assistance with your digital marketing campaigns. To better understand the issue, could you please provide specific details about the problems you are experiencing and the results you have seen so far? It would be helpful to schedule a call at <tel_num> to discuss this further. Please let us know a convenient time to talk. Our goal is to work together to identify the root cause and provide a solution to improve your marketing efforts. We look forward to getting back to you with a plan of action. Your account number is <acc_num>.",0.9442296624183655,0.9742122888565063,0.9742122888565063,0.0
Fehlerhafte Abrechnung im System,Incident,Billing and Payments,"<name>, ich bestätige den Erhalt Ihrer E-Mail bezüglich des Abrechnungsfehlers im System, der mehrere Produkte betrifft. Wir entschuldigen uns für die entstandenen Unannehmlichkeiten und schätzen die bisher ergriffenen Maßnahmen, um das Problem zu beheben, einschließlich des Neustarts der Dienste und der Überprüfung der Kontoeinstellungen. Um die Lösung des Problems zu beschleunigen, könnten Sie bitte weitere Details bereitstellen, wie spezifische Fehlermeldungen, die Anzahl der betroffenen Produkte und andere relevante Informationen?",Support für Abrechnungsfehler,"Bitte prüfen Sie den Abrechnungsfehler unter <tel_num>. Kontaktieren Sie uns, um die nächsten Schritte zu besprechen und mögliche Lösungen zur Behebung des Problems zu erarbeiten. Die betroffene Kontonummer ist <acc_num>.",0.9106099605560303,0.650161623954773,0.8228051662445068,Support für Abrechnungsfehler,"Bitte prüfen Sie den Abrechnungsfehler unter <tel_num>. Kontaktieren Sie uns, um die nächsten Schritte zu besprechen und mögliche Lösungen zur Behebung des Problems zu erarbeiten. Die betroffene Kontonummer ist <acc_num>.",0.7911144495010376,0.650161623954773,0.8123805522918701,-0.010424613952636719
Support Needed for Login Issues,Incident,Technical Support,"<name> regrets the login issues caused by the recent code deployment and informs that the team is working on a solution. Please try clearing your browser cache and log in again. If the issue continues, assistance can be sought.",Support Required for Login Issues,"Dear <name>, we apologize for the intermittent login issues caused by recent authentication updates. To assist you, could you please provide details of the error messages users are receiving and the steps they have taken so far? This information will help us better understand the issue and provide a prompt solution. If needed, we can schedule a call at <tel_num> to discuss further. Please let us know a convenient time for you. We appreciate your cooperation and look forward to resolving this issue.",0.8893113136291504,0.674456775188446,0.6953402757644653,Support Required for Login Issues,"Dear <name>, we apologize for the intermittent login issues caused by recent authentication updates. To assist you, could you please provide details of the error messages users are receiving and the steps they have taken so far? This information will help us better understand the issue and provide a prompt solution. If needed, we can schedule a call at <tel_num> to discuss further. Please let us know a convenient time for you. We appreciate your cooperation and look forward to resolving this issue.",0.8486670255661011,0.674456775188446,0.6953403353691101,5.960464477539063e-08
,Incident,Returns and Exchanges,We apologize for the issue with integrating the Mailchimp project management tool. Please provide details about the error so we can assist you.,,We apologize for the issue encountered while integrating the Mailchimp project management tool. Please provide details of the error so we can assist you further.,0.9899935126304626,0.9881203174591064,0.9881203174591064,,We apologize for the issue encountered while integrating the Mailchimp project management tool. Please provide details of the error so we can assist you further.,0.9838957786560059,0.9881203174591064,0.9881203174591064,0.0
